time_s,rtt_ms
7.081,55.2
7.28,53.1
7.45,22.8
7.667,39.1
7.856,27.3
8.043,11.8
8.263,30.7
8.465,31.2
8.686,51.4
8.849,13.3
9.053,17.1
9.258,20.9
9.47,33.2
9.674,36.4
9.863,24.7
10.067,27.5
10.28,39.4
10.467,25.5
10.684,41.8
10.867,23.6
11.069,24.1
11.261,15.6
11.467,20.2
11.672,25.0
11.865,17.7
12.075,26.9
12.271,21.5
12.473,22.4
12.674,23.2
12.88,27.9
13.08,27.9
13.281,28.9
13.473,19.8
13.677,22.7
13.881,26.0
14.096,40.2
14.3,43.9
14.495,38.5
14.713,55.3
14.881,22.2
15.078,18.9
15.28,20.8
15.496,34.9
15.689,28.3
15.894,32.4
16.09,27.9
16.285,21.9
16.495,31.2
16.699,34.4
16.891,25.1
17.096,29.6
17.292,24.6
17.487,19.2
17.688,19.1
17.911,41.0
18.11,39.7
18.312,40.5
18.515,42.7
18.702,28.9
18.898,23.9
19.129,54.0
19.309,34.4
19.504,28.7
19.702,24.7
19.907,29.2
20.103,23.5
20.308,27.9
20.529,48.4
20.716,34.7
20.921,38.8
21.106,23.3
21.318,35.0
21.506,22.6
21.709,24.0
21.918,32.4
22.118,32.1
22.314,27.5
22.52,32.3
22.715,26.2
22.906,17.3
23.124,34.5
26.053,66.0
26.247,58.8
26.451,62.4
26.636,46.2
26.833,42.6
27.037,44.9
27.246,53.4
27.444,51.0
27.614,20.5
27.826,31.6
28.011,15.7
28.23,33.0
28.433,35.1
28.629,31.0
28.833,34.2
29.046,46.5
29.258,58.1
29.435,34.0
29.629,27.7
29.832,29.1
30.045,42.2
30.242,38.6
30.429,24.7
30.632,27.1
30.837,30.9
31.036,28.9
31.253,45.4
31.454,45.8
31.647,39.0
31.842,33.6
32.051,41.2
32.247,36.7
32.444,32.6
32.631,18.5
32.851,37.4
33.048,33.3
33.255,39.2
33.441,24.7
33.662,44.9
33.851,32.7
34.057,37.9
34.261,40.9
34.457,36.5
34.676,54.1
34.841,18.9
35.043,19.8
35.244,19.5
35.448,22.4
35.65,23.6
35.85,23.1
36.063,34.8
36.267,38.6
36.47,40.5
36.65,19.7
36.87,38.9
37.071,39.6
37.256,23.4
37.461,27.3
37.652,17.4
37.861,24.8
38.059,22.7
38.257,19.9
38.457,19.9
38.664,26.3
38.869,30.2
39.067,28.0
39.27,29.9
39.478,37.7
39.664,22.9
39.88,38.0
40.072,29.3
40.277,33.7
40.482,38.2
40.653,7.97
40.882,36.6
41.075,28.5
41.285,37.8
41.465,17.3
41.666,18.0
41.883,34.4
42.072,22.4
42.293,42.4
42.505,53.5
42.693,39.9
42.864,10.6
43.085,30.7
43.29,34.3
43.485,27.8
43.69,32.5
43.9,42.1
44.092,32.8
44.297,37.1
44.486,26.3
44.697,36.3
44.903,41.1
45.106,44.1
45.302,38.9
45.52,56.6
45.712,47.8
45.896,30.5
46.105,38.5
46.291,24.3
46.54,72.5
46.717,48.1
46.882,12.3
47.101,31.1
47.32,49.6
47.515,43.4
47.707,34.5
47.919,45.4
48.094,19.1
48.292,17.3
48.513,37.5
48.707,30.6
48.914,35.7
49.115,36.1
49.304,24.8
49.511,29.5
49.722,39.9
49.92,37.1
50.12,36.1
50.358,73.3
50.525,41.1
50.721,36.7
50.909,24.1
51.116,30.6
51.327,40.7
51.513,25.5
51.722,32.7
51.914,23.9
52.124,33.0
52.325,34.5
52.538,46.1
52.726,34.7
52.924,31.6
53.129,36.1
53.329,35.2
53.539,44.3
53.731,35.6
53.983,86.0
54.163,66.1
54.365,66.8
54.519,20.3
54.725,25.4
54.932,31.9
55.123,22.7
55.355,53.4
55.517,15.1
55.731,28.4
55.918,14.5
56.137,31.2
56.337,31.2
56.532,26.5
56.735,26.6
56.932,22.6
57.129,18.8
57.36,49.6
57.55,40.3
57.73,19.9
57.943,33.0
58.16,49.2
58.325,13.1
58.533,21.3
58.76,47.0
58.931,18.1
59.127,13.4
59.346,31.8
59.545,29.0
59.732,15.9
59.938,21.6
