time_s,rtt_ms
43.593,11.0
43.808,25.4
44.002,18.1
44.203,19.0
44.411,26.1
44.605,20.8
44.797,10.9
45.006,19.6
45.204,16.9
45.408,19.7
45.603,15.5
45.801,11.7
46.004,14.4
46.205,14.5
46.404,14.1
46.601,11.6
46.806,15.1
47.012,20.3
47.204,11.7
47.412,18.5
47.616,22.7
47.81,15.2
48.008,13.0
48.21,14.0
48.411,15.1
48.617,21.5
48.811,14.5
49.015,17.2
49.215,15.9
49.419,19.3
49.62,20.1
49.822,20.8
50.019,16.6
50.218,15.6
50.418,14.8
50.617,13.4
50.824,19.9
51.031,27.1
51.223,18.0
51.421,14.8
51.632,26.2
51.832,25.0
52.033,25.3
52.233,24.2
52.429,18.9
52.628,17.6
52.837,25.5
53.026,13.8
53.229,16.9
53.426,13.1
53.627,13.1
53.827,12.5
54.1,84.2
54.239,22.7
54.431,14.9
54.634,17.4
54.838,20.2
55.035,16.5
55.229,9.4
55.434,13.1
55.637,15.1
55.836,13.0
56.04,16.4
56.237,12.9
56.44,15.2
56.64,14.4
56.851,24.0
57.04,12.0
57.248,18.7
57.448,18.4
57.65,20.9
57.841,11.0
58.045,14.1
58.246,14.5
58.444,11.5
58.644,10.5
58.852,17.8
59.051,16.4
59.253,17.4
59.463,26.2
59.65,12.9
59.853,14.5
0.0,4.96
0.224,28.3
0.443,46.8
0.634,37.2
0.864,66.8
1.054,56.5
1.304,106.0
1.421,21.0
1.634,33.6
1.843,41.8
2.02,18.1
2.234,32.0
2.451,48.8
2.639,34.6
2.847,41.5
3.137,131.0
3.239,32.8
3.433,25.6
3.628,19.7
3.838,27.5
4.025,13.9
4.238,26.3
4.434,20.9
4.636,23.0
4.836,21.8
5.038,22.5
5.237,20.4
5.436,17.4
5.634,15.6
5.845,25.6
6.041,21.4
6.231,10.7
6.438,17.3
6.642,21.3
6.839,17.7
7.042,19.4
7.24,16.1
7.442,16.8
7.636,10.7
7.855,28.8
8.051,24.5
8.25,22.3
8.447,17.6
8.645,15.3
8.85,20.2
9.048,17.4
9.252,20.1
9.451,18.1
9.647,12.7
9.86,25.6
10.043,7.37
10.254,17.2
10.457,19.5
10.658,19.8
10.86,22.1
11.066,27.1
11.254,14.4
11.458,18.0
11.662,21.4
11.856,14.2
12.052,9.39
12.26,16.2
12.459,14.2
12.661,16.0
12.863,17.6
13.062,14.6
13.267,18.9
13.466,16.3
13.668,17.5
13.871,19.7
14.063,10.6
14.267,12.9
14.468,13.4
14.671,14.9
14.874,18.3
15.07,12.7
15.282,24.2
15.474,16.1
15.675,16.2
15.871,11.1
16.077,16.7
16.277,16.4
16.478,15.8
16.675,12.6
16.875,12.4
17.08,16.3
17.282,17.0
17.478,12.8
17.682,15.5
17.891,23.7
18.086,16.4
18.281,11.4
18.496,26.1
18.692,20.8
18.89,17.5
19.082,10.2
19.285,11.9
19.49,16.5
19.691,16.1
19.898,23.1
20.101,24.9
20.303,26.5
20.496,18.4
20.695,17.0
20.902,23.3
21.107,27.1
21.299,18.4
21.497,15.5
21.875,193.0
21.897,14.9
22.102,17.7
22.299,14.8
22.503,18.0
22.702,16.1
22.905,19.0
23.104,16.7
23.304,16.2
23.506,17.8
23.706,17.6
23.905,15.3
24.111,20.4
24.309,17.8
24.505,13.3
24.705,12.3
24.92,25.6
25.104,9.42
25.312,16.4
25.515,18.1
25.709,11.3
25.912,13.3
26.109,9.59
26.316,15.9
26.522,21.3
26.72,19.0
26.92,18.5
27.12,17.9
27.32,16.5
27.513,8.38
27.722,16.4
27.917,10.2
28.125,17.2
28.328,19.9
28.524,15.2
28.726,15.7
28.927,17.1
29.126,15.0
29.328,16.9
29.531,19.3
29.726,13.6
29.93,16.1
30.134,19.1
30.332,15.6
30.528,12.3
30.733,15.8
30.934,16.6
31.133,14.9
31.336,17.5
31.549,29.1
31.742,22.0
31.947,25.9
32.143,22.1
32.346,24.4
32.543,20.1
32.741,17.2
33.14,14.9
33.338,11.6
33.543,16.4
33.749,21.6
33.942,13.2
34.144,13.9
34.343,12.6
34.544,12.9
34.749,17.2
34.951,19.1
35.151,18.0
35.35,16.0
35.55,15.8
35.75,14.7
35.957,21.7
36.152,15.4
36.354,16.3
36.555,17.0
36.752,12.7
36.96,20.8
37.163,23.1
37.361,20.0
37.56,17.4
37.759,16.9
37.958,14.9
38.163,19.4
38.362,18.2
38.563,18.4
38.77,23.9
38.962,14.9
39.168,20.1
39.371,22.4
39.571,21.8
39.768,17.8
39.981,30.5
40.164,12.6
40.368,15.0
40.575,21.2
40.773,18.5
40.974,18.8
41.175,18.9
41.38,23.0
41.573,15.4
41.78,21.4
41.981,21.5
42.191,30.8
42.386,25.9
42.581,20.7
42.777,15.2
43.586,623.0
43.586,420.0
43.586,212.0
43.593,11.0
43.808,25.4
44.002,18.1
44.203,19.0
44.411,26.1
44.605,20.8
44.797,10.9
45.006,19.6
45.204,16.9
45.408,19.7
45.603,15.5
45.801,11.7
46.004,14.4
46.205,14.5
46.404,14.1
46.601,11.6
46.806,15.1
47.012,20.3
47.204,11.7
47.412,18.5
47.616,22.7
47.81,15.2
48.008,13.0
48.21,14.0
48.411,15.1
48.617,21.5
48.811,14.5
49.015,17.2
49.215,15.9
49.419,19.3
49.62,20.1
49.822,20.8
50.019,16.6
50.218,15.6
50.418,14.8
50.617,13.4
50.824,19.9
51.031,27.1
51.223,18.0
51.421,14.8
51.632,26.2
51.832,25.0
52.033,25.3
52.233,24.2
52.429,18.9
52.628,17.6
52.837,25.5
53.026,13.8
53.229,16.9
53.426,13.1
53.627,13.1
53.827,12.5
54.1,84.2
54.239,22.7
54.431,14.9
54.634,17.4
54.838,20.2
55.035,16.5
55.229,9.4
55.434,13.1
55.637,15.1
55.836,13.0
56.04,16.4
56.237,12.9
56.44,15.2
56.64,14.4
56.851,24.0
57.04,12.0
57.248,18.7
57.448,18.4
57.65,20.9
57.841,11.0
58.045,14.1
58.246,14.5
58.444,11.5
58.644,10.5
58.852,17.8
59.051,16.4
59.253,17.4
59.463,26.2
59.65,12.9
59.853,14.5
