time_s,rtt_ms
37.455,39.0
37.743,126.0
37.856,38.8
38.075,57.2
38.275,56.6
38.548,129.0
38.707,86.0
38.901,79.6
39.052,29.6
39.457,233.0
39.468,42.2
39.643,17.1
39.854,27.2
40.044,16.2
40.249,21.0
40.47,41.5
40.66,29.7
41.019,189.0
41.061,32.0
41.252,22.7
41.544,114.0
41.643,11.0
41.846,13.8
42.052,19.0
42.267,32.9
42.455,20.4
42.663,27.7
43.116,279.0
43.116,74.6
43.27,27.8
43.458,15.5
43.672,28.7
43.861,16.6
44.068,22.4
44.273,26.6
44.485,37.9
44.682,34.2
45.039,191.0
45.067,19.4
45.275,26.5
45.485,35.5
45.683,32.6
45.885,32.6
46.096,43.1
46.284,30.4
46.505,50.6
46.681,26.0
47.093,237.0
47.182,125.0
47.282,22.9
47.475,15.3
47.77,109.0
48.001,140.0
48.09,28.9
48.288,26.4
48.51,47.7
48.697,34.4
49.008,144.0
49.227,163.0
49.293,28.3
49.489,23.6
49.702,36.0
49.912,44.7
50.214,146.0
50.304,36.3
50.571,102.0
50.695,26.0
50.886,16.1
51.108,38.0
51.371,100.0
51.503,31.5
51.716,43.5
52.09,9.02
52.302,20.4
52.505,22.1
52.705,22.0
52.91,26.1
53.123,39.1
53.405,120.0
53.508,23.0
53.711,25.0
53.925,37.9
54.104,17.4
54.316,27.9
54.527,38.7
55.032,343.0
55.06,170.0
55.112,22.6
55.31,20.2
55.507,16.7
55.847,155.0
55.921,28.1
56.114,20.4
56.32,24.7
56.528,32.5
56.722,25.8
56.918,21.6
57.126,28.3
57.605,307.0
57.621,116.0
57.738,32.7
58.024,117.0
58.136,29.6
58.545,31.5
58.744,29.8
58.937,21.6
59.138,22.6
59.345,28.1
59.744,23.0
0.0,53.7
0.176,29.2
0.515,168.0
0.611,63.6
0.824,75.7
1.038,89.1
1.359,210.0
1.366,12.6
1.705,150.0
1.78,24.9
1.979,22.8
2.187,31.3
2.541,184.0
2.707,149.0
2.783,24.4
3.0,41.3
3.2,41.7
3.411,51.1
3.588,28.0
3.99,229.0
3.99,29.1
4.793,632.0
4.794,425.0
4.796,218.0
4.803,17.8
5.043,57.1
5.235,49.4
5.624,238.0
5.63,36.7
5.849,55.0
6.051,56.4
6.774,580.0
6.774,373.0
6.774,165.0
6.832,22.1
7.035,24.9
7.235,24.5
8.057,24.0
8.251,17.3
9.317,882.0
9.317,675.0
9.317,467.0
9.317,259.0
9.317,51.4
9.501,34.5
9.684,16.8
10.025,157.0
10.079,12.2
10.289,20.9
10.492,23.0
10.707,37.3
10.907,36.2
11.099,28.0
11.315,43.5
11.716,243.0
11.716,43.0
11.886,12.2
12.466,392.0
12.466,185.0
12.502,19.9
12.701,18.3
13.28,396.0
13.287,198.0
13.307,17.4
13.513,22.4
14.279,588.0
14.284,386.0
14.286,181.0
14.32,14.4
14.519,12.5
14.721,12.9
14.929,20.9
15.145,35.8
15.334,24.7
15.546,35.8
15.746,34.7
15.955,42.8
16.152,38.9
16.351,37.3
16.632,117.0
16.735,19.8
16.93,14.5
17.161,44.6
17.347,28.7
17.929,410.0
17.938,216.0
17.95,20.6
18.156,25.4
18.397,65.9
18.664,133.0
18.758,26.7
18.954,21.2
19.169,34.9
19.392,57.8
19.686,152.0
20.32,584.0
20.32,382.0
20.343,198.0
20.367,22.0
20.567,21.0
20.773,26.2
20.978,30.7
21.171,23.1
21.368,19.2
21.592,42.3
21.786,36.3
22.143,193.0
22.178,28.5
22.414,63.7
22.58,27.8
22.772,18.7
22.991,37.6
23.185,29.6
23.388,32.6
23.665,110.0
23.792,34.8
23.989,31.3
24.21,51.8
24.397,38.8
24.604,44.9
24.796,36.3
24.994,33.0
25.198,36.8
25.397,35.5
25.603,40.2
25.813,49.6
26.037,73.0
26.199,35.4
26.405,39.8
26.618,52.9
27.102,133.0
27.2,30.6
27.415,44.2
27.742,170.0
27.793,20.8
28.004,30.7
28.236,62.2
28.406,31.4
28.613,37.3
28.803,27.1
29.002,25.1
29.202,25.7
29.419,41.7
29.62,41.4
29.966,187.0
29.995,15.2
30.217,36.6
30.39,8.74
30.628,45.4
30.927,143.0
31.023,38.2
31.209,24.5
31.416,30.5
31.629,42.3
31.833,45.2
32.253,265.0
32.275,81.8
32.431,37.8
32.669,73.9
32.817,21.6
33.019,23.3
33.281,85.3
33.526,129.0
33.645,48.6
33.861,62.7
34.09,91.2
34.331,132.0
34.439,38.9
34.653,51.8
34.89,88.7
35.12,118.0
35.451,249.0
35.451,42.3
35.707,96.8
35.873,62.8
36.044,33.5
36.27,59.0
36.471,59.4
36.646,34.1
36.92,107.0
37.064,50.4
37.373,159.0
37.455,39.0
37.743,126.0
37.856,38.8
38.075,57.2
38.275,56.6
38.548,129.0
38.707,86.0
38.901,79.6
39.052,29.6
39.457,233.0
39.468,42.2
39.643,17.1
39.854,27.2
40.044,16.2
40.249,21.0
40.47,41.5
40.66,29.7
41.019,189.0
41.061,32.0
41.252,22.7
41.544,114.0
41.643,11.0
41.846,13.8
42.052,19.0
42.267,32.9
42.455,20.4
42.663,27.7
43.116,279.0
43.116,74.6
43.27,27.8
43.458,15.5
43.672,28.7
43.861,16.6
44.068,22.4
44.273,26.6
44.485,37.9
44.682,34.2
45.039,191.0
45.067,19.4
45.275,26.5
45.485,35.5
45.683,32.6
45.885,32.6
46.096,43.1
46.284,30.4
46.505,50.6
46.681,26.0
47.093,237.0
47.182,125.0
47.282,22.9
47.475,15.3
47.77,109.0
48.001,140.0
48.09,28.9
48.288,26.4
48.51,47.7
48.697,34.4
49.008,144.0
49.227,163.0
49.293,28.3
49.489,23.6
49.702,36.0
49.912,44.7
50.214,146.0
50.304,36.3
50.571,102.0
50.695,26.0
50.886,16.1
51.108,38.0
51.371,100.0
51.503,31.5
51.716,43.5
52.09,9.02
52.302,20.4
52.505,22.1
52.705,22.0
52.91,26.1
53.123,39.1
53.405,120.0
53.508,23.0
53.711,25.0
53.925,37.9
54.104,17.4
54.316,27.9
54.527,38.7
55.032,343.0
55.06,170.0
55.112,22.6
55.31,20.2
55.507,16.7
55.847,155.0
55.921,28.1
56.114,20.4
56.32,24.7
56.528,32.5
56.722,25.8
56.918,21.6
57.126,28.3
57.605,307.0
57.621,116.0
57.738,32.7
58.024,117.0
58.136,29.6
58.545,31.5
58.744,29.8
58.937,21.6
59.138,22.6
59.345,28.1
59.744,23.0
